epoch,step,train_loss,train_mae,train_mape,train_mse,train_r2,val_loss,val_mae,val_mape,val_mse,val_r2
0,2615,,,,,,1.3427108526229858,0.9089912176132202,0.23358193039894104,1.2518107891082764,-0.0758494958281517
0,2615,2.433436393737793,1.1889593601226807,0.26732784509658813,2.3145415782928467,-0.5925071239471436,,,,,
1,5231,,,,,,1.290585994720459,0.8914517760276794,0.22686687111854553,1.2014411687850952,-0.03448431193828583
1,5231,1.853531002998352,1.0664652585983276,0.24169087409973145,1.7468856573104858,-0.1881803274154663,,,,,
2,7847,,,,,,1.3550434112548828,0.9071669578552246,0.24089814722537994,1.264327049255371,-0.09033622592687607
2,7847,1.720310091972351,1.0276727676391602,0.23362694680690765,1.617542028427124,-0.09928455948829651,,,,,
3,10463,,,,,,1.3120372295379639,0.8958075046539307,0.2284426987171173,1.2224572896957397,-0.056392084807157516
3,10463,1.596928596496582,0.9917102456092834,0.22681207954883575,1.4977580308914185,-0.01678849756717682,,,,,
4,13079,,,,,,1.2436165809631348,0.874283492565155,0.21904213726520538,1.1561897993087769,0.00325383129529655
4,13079,1.530577540397644,0.9707685112953186,0.22296151518821716,1.4335010051727295,0.028115879744291306,,,,,
5,15695,,,,,,1.2183666229248047,0.8611098527908325,0.22064635157585144,1.1322563886642456,0.025995928794145584
5,15695,1.4553163051605225,0.9454735517501831,0.21773456037044525,1.3607702255249023,0.07732416689395905,,,,,
6,18311,,,,,,1.1972594261169434,0.8537561893463135,0.21713314950466156,1.1118848323822021,0.0410907119512558
6,18311,1.4157541990280151,0.9328100085258484,0.2149897813796997,1.3224754333496094,0.10454364866018295,,,,,
7,20927,,,,,,1.198573350906372,0.8529465794563293,0.21754805743694305,1.1132787466049194,0.040915872901678085
7,20927,1.3867521286010742,0.9217426180839539,0.21274767816066742,1.2945774793624878,0.12071778625249863,,,,,
8,23543,,,,,,1.193626046180725,0.8501718640327454,0.2133067399263382,1.1086090803146362,0.04025988280773163
8,23543,1.3692936897277832,0.9153748154640198,0.21142441034317017,1.2777554988861084,0.13386264443397522,,,,,
9,26159,,,,,,1.169339656829834,0.8451360464096069,0.20962871611118317,1.0848263502120972,0.06187356263399124
9,26159,1.363515853881836,0.9137665629386902,0.21098779141902924,1.2721376419067383,0.13559433817863464,,,,,
10,28775,,,,,,1.1681252717971802,0.8428797125816345,0.2137136161327362,1.0838367938995361,0.06468668580055237
10,28775,1.350946068763733,0.9093607664108276,0.21002714335918427,1.2600101232528687,0.14537714421749115,,,,,
11,31391,,,,,,1.1513299942016602,0.8356813192367554,0.21379204094409943,1.0677622556686401,0.07941178977489471
11,31391,1.334242582321167,0.9025968313217163,0.20849484205245972,1.2439842224121094,0.15408803522586823,,,,,
12,34007,,,,,,1.1963317394256592,0.84902024269104,0.22041569650173187,1.1114294528961182,0.0409017875790596
12,34007,1.3302555084228516,0.900853157043457,0.2082175761461258,1.2401715517044067,0.15818342566490173,,,,,
13,36623,,,,,,1.162446141242981,0.8393799662590027,0.21648059785366058,1.078508973121643,0.0707668736577034
13,36623,1.3182358741760254,0.8971923589706421,0.20746572315692902,1.2285157442092896,0.16608454287052155,,,,,
14,39239,,,,,,1.1574032306671143,0.8388879299163818,0.21349337697029114,1.0735136270523071,0.07415109872817993
14,39239,1.3088276386260986,0.8942666053771973,0.20683303475379944,1.2193984985351562,0.17157647013664246,,,,,
15,41855,,,,,,1.1552008390426636,0.8375884294509888,0.21050947904586792,1.0714415311813354,0.0738506093621254
15,41855,1.2959885597229004,0.8899632096290588,0.20600980520248413,1.2069942951202393,0.18292582035064697,,,,,
16,44471,,,,,,1.1558787822723389,0.8367345929145813,0.21416130661964417,1.0722050666809082,0.07512522488832474
16,44471,1.2902880907058716,0.8869169354438782,0.20531371235847473,1.2015948295593262,0.18441979587078094,,,,,
17,47087,,,,,,1.1675339937210083,0.8414437174797058,0.20756535232067108,1.083390712738037,0.059352509677410126
17,47087,1.2843672037124634,0.8845402002334595,0.20479023456573486,1.1959121227264404,0.1893978714942932,,,,,
18,49703,,,,,,1.1518951654434204,0.8347709774971008,0.21295671164989471,1.0684187412261963,0.0770176351070404
18,49703,1.2822558879852295,0.8843589425086975,0.20470990240573883,1.1938185691833496,0.1886768341064453,,,,,
